title,company,location,location_type,job_type,source,score,url,link,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
Operations,Saltec International,Kolkata,onsite,Internship,Internshala - Internship,2,https://internshala.com/internship/detail/part-time-operations-internship-in-kolkata-at-saltec-international1773395363,https://internshala.com/internship/detail/part-time-operations-internship-in-kolkata-at-saltec-international1773395363,,today,2026-03-22,17:26:03,daily,24h,2026-03-22 17:36,,
Political Research Associate (In-house) Intern,The Ad Studio,Work from home,remote,Internship,Internshala - Internship,2,https://internshala.com/internship/detail/work-from-home-political-research-associate-in-house-intern-internship-at-the-ad-studio1774172587,https://internshala.com/internship/detail/work-from-home-political-research-associate-in-house-intern-internship-at-the-ad-studio1774172587,,just now,2026-03-22,17:26:03,daily,24h,2026-03-22 17:36,,
