title,company,location,location_type,job_type,source,score,url,link,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
Business Analyst Intern,Webs IT Solution,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/business-analyst-intern-at-webs-it-solution-4388705378?position=48&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=RbLD1CxyFKA9%2Fv7segQw0w%3D%3D,https://in.linkedin.com/jobs/view/business-analyst-intern-at-webs-it-solution-4388705378?position=48&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=RbLD1CxyFKA9%2Fv7segQw0w%3D%3D,2026-03-21,19 minutes ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Analyst Intern,Webs X UM,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-x-um-4388592995?position=6&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=QsTeouD%2FEOP5sN35iqFguQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-x-um-4388592995?position=6&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=QsTeouD%2FEOP5sN35iqFguQ%3D%3D,2026-03-21,34 minutes ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Analyst Intern,Webs IT Solution,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-it-solution-4388596987?position=8&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=LGevyhYq57NvWLhasxDTPQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-it-solution-4388596987?position=8&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=LGevyhYq57NvWLhasxDTPQ%3D%3D,2026-03-21,19 minutes ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
"Data Analyst Intern (Excel, SQL, Power BI)",SkillFied Mentor,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-skillfied-mentor-4388596910?position=6&pageNum=2&refId=WpMnThj3oMW%2FU3Rt9YqDjw%3D%3D&trackingId=fWQ2p7Ln2Yc3lADX0%2FHqCQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-skillfied-mentor-4388596910?position=6&pageNum=2&refId=WpMnThj3oMW%2FU3Rt9YqDjw%3D%3D&trackingId=fWQ2p7Ln2Yc3lADX0%2FHqCQ%3D%3D,2026-03-21,1 hour ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Analyst Trainee,MTE Trainings,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mte-trainings-4388254634?position=1&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=wqfQc2h9CKvi3pITadBgQw%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mte-trainings-4388254634?position=1&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=wqfQc2h9CKvi3pITadBgQw%3D%3D,2026-03-21,1 hour ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Analyst Trainee,MedTourEasy Gurugram,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-gurugram-4388266290?position=16&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=%2F6Xu7r2Kho8nqnYoBeHI1A%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-gurugram-4388266290?position=16&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=%2F6Xu7r2Kho8nqnYoBeHI1A%3D%3D,2026-03-21,1 hour ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Analyst Trainee,MedTourEasy,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-4388274045?position=20&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=RYsMZyfd2sognkXQD1T73g%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-4388274045?position=20&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=RYsMZyfd2sognkXQD1T73g%3D%3D,2026-03-21,1 hour ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Analyst Trainee,InsightAI,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-insightai-4387993247?position=7&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=rsF3ZFQrxpMykULUbO704A%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-insightai-4387993247?position=7&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=rsF3ZFQrxpMykULUbO704A%3D%3D,2026-03-21,50 minutes ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Analyst Trainee,MedTourEasy Bengaluru,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-bengaluru-4388259524?position=18&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=5YEduuYiVZmYw23PZSLeGA%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-bengaluru-4388259524?position=18&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=5YEduuYiVZmYw23PZSLeGA%3D%3D,2026-03-21,23 minutes ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Scientist Intern,Artha Group,Work from home,remote,Internship,Internshala - Internship,2,https://internshala.com/internship/detail/work-from-home-data-scientist-intern-internship-at-artha-group1774001827,https://internshala.com/internship/detail/work-from-home-data-scientist-intern-internship-at-artha-group1774001827,,today,2026-03-21,11:22:07,hourly,24h,2026-03-21 11:32,,
Operations,Saltec International,Kolkata,onsite,Internship,Internshala - Internship,2,https://internshala.com/internship/detail/part-time-operations-internship-in-kolkata-at-saltec-international1773395363,https://internshala.com/internship/detail/part-time-operations-internship-in-kolkata-at-saltec-international1773395363,,today,2026-03-21,11:22:07,hourly,24h,2026-03-21 11:32,,
Data Science Intern,FetchJobs.co,"Gurugram, Haryana, India",onsite,Job,LinkedIn,2,https://in.linkedin.com/jobs/view/data-science-intern-at-fetchjobs-co-4386145144?position=14&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=GMQYtvp4d52%2FpKNXdtvNtw%3D%3D,https://in.linkedin.com/jobs/view/data-science-intern-at-fetchjobs-co-4386145144?position=14&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=GMQYtvp4d52%2FpKNXdtvNtw%3D%3D,2026-03-21,1 hour ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
Data Science Intern,Dexter's Tech,India,onsite,Job,LinkedIn,2,https://in.linkedin.com/jobs/view/data-science-intern-at-dexter-s-tech-4388258680?position=23&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=FcuB2zxlEfkjE6NIP7Q9XA%3D%3D,https://in.linkedin.com/jobs/view/data-science-intern-at-dexter-s-tech-4388258680?position=23&pageNum=0&refId=MZe8PIyKh9Ud7lBMQFydfg%3D%3D&trackingId=FcuB2zxlEfkjE6NIP7Q9XA%3D%3D,2026-03-21,23 minutes ago,2026-03-21,11:20:12,hourly,24h,2026-03-21 11:32,,
