title,company,location,location_type,job_type,source,score,url,link,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
"Data Analyst Intern (Excel, SQL, Power BI)",Wake Up Whistle,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-wake-up-whistle-4388274800?position=7&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=R%2FmNaH%2BX5KKtXnDV9sdePg%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-wake-up-whistle-4388274800?position=7&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=R%2FmNaH%2BX5KKtXnDV9sdePg%3D%3D,2026-03-21,1 hour ago,2026-03-21,17:04:13,hourly,24h,2026-03-21 17:22,,
"Data Analyst Internship Research Engine No prior experience required Full Time Work from Home Python SQL Tableau +17 Data Analysis Postgraduate Undergraduate +2 12 K - 15 K/Month Posted Mar 21, 2026 13 days left",Data Analyst Internship,Work from Home,remote,Internship,Unstop,5,https://unstop.com/internships/data-analyst-internship-research-engine-1663145,https://unstop.com/internships/data-analyst-internship-research-engine-1663145,,,2026-03-21,17:07:08,hourly,24h,2026-03-21 17:22,,
Business Analyst,ViralChilly,Jaipur,onsite,Internship,Internshala - Internship,3,https://internshala.com/internship/detail/business-analyst-internship-in-jaipur-at-viralchilly1774071602,https://internshala.com/internship/detail/business-analyst-internship-in-jaipur-at-viralchilly1774071602,,,2026-03-21,17:06:10,hourly,24h,2026-03-21 17:22,,
Data Analyst,Zetheta Algorithms Private Limited,Work from home,remote,Internship,Internshala - Internship,3,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-zetheta-algorithms-private-limited1774087746,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-zetheta-algorithms-private-limited1774087746,,just now,2026-03-21,17:06:10,hourly,24h,2026-03-21 17:22,,
Data Analyst Trainee,MTEPulse,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mtepulse-4388293018?position=19&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=J%2BmRoq7Obi%2Fg42x2GSuaUw%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mtepulse-4388293018?position=19&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=J%2BmRoq7Obi%2Fg42x2GSuaUw%3D%3D,2026-03-21,51 minutes ago,2026-03-21,17:04:13,hourly,24h,2026-03-21 17:22,,
Data Analyst Trainee,MTE Trainings,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mte-trainings-4388279714?position=13&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=A5D1joHhXfHIygWbbqrT0g%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mte-trainings-4388279714?position=13&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=A5D1joHhXfHIygWbbqrT0g%3D%3D,2026-03-21,19 minutes ago,2026-03-21,17:04:13,hourly,24h,2026-03-21 17:22,,
Data Analyst Trainee,MedTourEasy New Delhi,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-new-delhi-4388296114?position=20&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=rsuWhw1wiAkmmyR7t%2FM3SA%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-new-delhi-4388296114?position=20&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=rsuWhw1wiAkmmyR7t%2FM3SA%3D%3D,2026-03-21,11 minutes ago,2026-03-21,17:04:13,hourly,24h,2026-03-21 17:22,,
Data Science Intern,Zetheta Algorithms Private Limited,Work from home,remote,Internship,Internshala - Internship,2,https://internshala.com/internship/detail/work-from-home-data-science-intern-internship-at-zetheta-algorithms-private-limited1774086546,https://internshala.com/internship/detail/work-from-home-data-science-intern-internship-at-zetheta-algorithms-private-limited1774086546,,just now,2026-03-21,17:06:10,hourly,24h,2026-03-21 17:22,,
Operations,Saltec International,Kolkata,onsite,Internship,Internshala - Internship,2,https://internshala.com/internship/detail/part-time-operations-internship-in-kolkata-at-saltec-international1773395363,https://internshala.com/internship/detail/part-time-operations-internship-in-kolkata-at-saltec-international1773395363,,today,2026-03-21,17:06:10,hourly,24h,2026-03-21 17:22,,
Attraction Req : Intern,Intel,"Bengaluru, Karnataka, India",onsite,Job,LinkedIn,2,https://in.linkedin.com/jobs/view/attraction-req-intern-at-intel-4377673244?position=53&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=m5rQPBOAINNDhXED9R9bfA%3D%3D,https://in.linkedin.com/jobs/view/attraction-req-intern-at-intel-4377673244?position=53&pageNum=0&refId=69iMDd8Zyffqug6%2BElvk4w%3D%3D&trackingId=m5rQPBOAINNDhXED9R9bfA%3D%3D,2026-03-21,2 minutes ago,2026-03-21,17:04:13,hourly,24h,2026-03-21 17:22,,
