title,company,location,job_type,url,link,source,score,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
Business Analyst/Data Analyst/Office Executive,Syncretic Engineering,Bhopal,Internship,https://internshala.com/internship/detail/business-analyst-data-analyst-office-executive-internship-in-bhopal-at-syncretic-engineering1773841939,https://internshala.com/internship/detail/business-analyst-data-analyst-office-executive-internship-in-bhopal-at-syncretic-engineering1773841939,Internshala - Internship,6,,2 days ago,2026-03-21,13:29:10,hourly,24h,2026-03-21 13:41,,
Data Analyst Intern,Webs IT Solution,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-it-solution-4388374185?position=49&pageNum=0&refId=6cM4CxERHODqzUa8oq1%2FSA%3D%3D&trackingId=wr3Ry6i5PZFA29rLVcL3FA%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-it-solution-4388374185?position=49&pageNum=0&refId=6cM4CxERHODqzUa8oq1%2FSA%3D%3D&trackingId=wr3Ry6i5PZFA29rLVcL3FA%3D%3D,LinkedIn,5,2026-03-20,18 hours ago,2026-03-21,13:25:28,hourly,24h,2026-03-21 13:41,,
Data Analyst Intern,Infrabyte Consulting,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-infrabyte-consulting-4388360316?position=33&pageNum=0&refId=6cM4CxERHODqzUa8oq1%2FSA%3D%3D&trackingId=KRiSM9kZm%2FBfL2szjd4fQQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-infrabyte-consulting-4388360316?position=33&pageNum=0&refId=6cM4CxERHODqzUa8oq1%2FSA%3D%3D&trackingId=KRiSM9kZm%2FBfL2szjd4fQQ%3D%3D,LinkedIn,5,2026-03-20,19 hours ago,2026-03-21,13:25:28,hourly,24h,2026-03-21 13:41,,
Data Analyst Intern,Zenithbyte,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-zenithbyte-4388278299?position=6&pageNum=0&refId=03Wzn0aUGCWznGECKYcr5A%3D%3D&trackingId=QeiDyOrg80c%2BBQVjWsv3Sg%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-zenithbyte-4388278299?position=6&pageNum=0&refId=03Wzn0aUGCWznGECKYcr5A%3D%3D&trackingId=QeiDyOrg80c%2BBQVjWsv3Sg%3D%3D,LinkedIn,5,2026-03-21,11 minutes ago,2026-03-21,13:25:28,hourly,24h,2026-03-21 13:41,,
Data Analyst Intern,Webs X UM,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-x-um-4388713258?position=8&pageNum=0&refId=03Wzn0aUGCWznGECKYcr5A%3D%3D&trackingId=tTpbdqgqK3iXHzV6IUSKcQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-x-um-4388713258?position=8&pageNum=0&refId=03Wzn0aUGCWznGECKYcr5A%3D%3D&trackingId=tTpbdqgqK3iXHzV6IUSKcQ%3D%3D,LinkedIn,5,2026-03-21,7 minutes ago,2026-03-21,13:25:28,hourly,24h,2026-03-21 13:41,,
Data Analyst Intern,MTAB Technology Center P LTD - MTC,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-mtab-technology-center-p-ltd-mtc-4387900830?position=16&pageNum=0&refId=6cM4CxERHODqzUa8oq1%2FSA%3D%3D&trackingId=tA4CJHV5thiKzxwQ8fm41A%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-mtab-technology-center-p-ltd-mtc-4387900830?position=16&pageNum=0&refId=6cM4CxERHODqzUa8oq1%2FSA%3D%3D&trackingId=tA4CJHV5thiKzxwQ8fm41A%3D%3D,LinkedIn,5,2026-03-20,1 day ago,2026-03-21,13:25:28,hourly,24h,2026-03-21 13:41,,
"Data Analyst Intern (Excel, SQL, Power BI)",ArGo Intern,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-argo-intern-4387929165?position=22&pageNum=0&refId=6cM4CxERHODqzUa8oq1%2FSA%3D%3D&trackingId=XUZfu7nIe3EsZyxfZDs70A%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-argo-intern-4387929165?position=22&pageNum=0&refId=6cM4CxERHODqzUa8oq1%2FSA%3D%3D&trackingId=XUZfu7nIe3EsZyxfZDs70A%3D%3D,LinkedIn,5,2026-03-20,23 hours ago,2026-03-21,13:25:28,hourly,24h,2026-03-21 13:41,,
Junior Business Analyst,Kimcc Services Private Limited,Bangalore,Job,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-bangalore-at-kimcc-services-private-limited1771478209,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-bangalore-at-kimcc-services-private-limited1771478209,Internshala - Job,4,,3 weeks ago,2026-03-21,13:29:10,hourly,24h,2026-03-21 13:41,,
Junior Business Analyst,Drona Pay Private Limited,Mumbai,Job,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-mumbai-at-drona-pay-private-limited1773723555,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-mumbai-at-drona-pay-private-limited1773723555,Internshala - Job,4,,4 days ago,2026-03-21,13:29:10,hourly,24h,2026-03-21 13:41,,
Junior Business Analyst,Zulitech Solution,Work from home,Job,https://internshala.com/job/detail/fresher-remote-junior-business-analyst-job-at-zulitech-solution1772197934,https://internshala.com/job/detail/fresher-remote-junior-business-analyst-job-at-zulitech-solution1772197934,Internshala - Job,4,,3 weeks ago,2026-03-21,13:29:10,hourly,24h,2026-03-21 13:41,,
