title,company,location,location_type,job_type,source,score,url,link,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
"Data Analyst Intern (Excel, SQL, Power BI)",SkillFied Mentor,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-skillfied-mentor-4388596910?position=6&pageNum=2&refId=Pv25tQFPD6Mpp38mFi%2Ft0g%3D%3D&trackingId=GWYPPBKjc3Cguyr5BbSPlA%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-skillfied-mentor-4388596910?position=6&pageNum=2&refId=Pv25tQFPD6Mpp38mFi%2Ft0g%3D%3D&trackingId=GWYPPBKjc3Cguyr5BbSPlA%3D%3D,2026-03-21,1 hour ago,2026-03-21,10:41:34,hourly,24h,2026-03-21 10:53,,
Data Analyst Trainee,MTEPulse,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mtepulse-4388269207?position=2&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=7Nihq2ytMuv7P9Umc6Q3%2Fw%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mtepulse-4388269207?position=2&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=7Nihq2ytMuv7P9Umc6Q3%2Fw%3D%3D,2026-03-21,8 minutes ago,2026-03-21,10:41:34,hourly,24h,2026-03-21 10:53,,
Data Analyst Trainee,MTE Trainings,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mte-trainings-4388254634?position=1&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=EFfocoWze6JHQIJ9nokxNw%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-mte-trainings-4388254634?position=1&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=EFfocoWze6JHQIJ9nokxNw%3D%3D,2026-03-21,1 hour ago,2026-03-21,10:41:34,hourly,24h,2026-03-21 10:53,,
Data Analyst Trainee,MedTourEasy,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-4388274045?position=15&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=ySjASRv7m%2BpXhGJC%2B9KWSw%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-4388274045?position=15&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=ySjASRv7m%2BpXhGJC%2B9KWSw%3D%3D,2026-03-21,28 minutes ago,2026-03-21,10:41:34,hourly,24h,2026-03-21 10:53,,
Data Analyst Trainee,MedTourEasy Bengaluru,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-bengaluru-4388264398?position=14&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=SoyPmKC8KsZA3dh55KO1SQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-bengaluru-4388264398?position=14&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=SoyPmKC8KsZA3dh55KO1SQ%3D%3D,2026-03-21,19 minutes ago,2026-03-21,10:41:34,hourly,24h,2026-03-21 10:53,,
Data Analyst Trainee,MedTourEasy Gurugram,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-gurugram-4388266290?position=12&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=kIjAgKzA9LkpFmS9IXSSOA%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-medtoureasy-gurugram-4388266290?position=12&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=kIjAgKzA9LkpFmS9IXSSOA%3D%3D,2026-03-21,40 minutes ago,2026-03-21,10:41:34,hourly,24h,2026-03-21 10:53,,
Data Analyst Trainee,InsightAI,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-insightai-4387993247?position=7&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=mq3RbnXX3Yk28Zbt8i1CDA%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-trainee-at-insightai-4387993247?position=7&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=mq3RbnXX3Yk28Zbt8i1CDA%3D%3D,2026-03-21,12 minutes ago,2026-03-21,10:41:34,hourly,24h,2026-03-21 10:53,,
Data Scientist Intern,Artha Group,Work from home,remote,Internship,Internshala - Internship,2,https://internshala.com/internship/detail/work-from-home-data-scientist-intern-internship-at-artha-group1774001827,https://internshala.com/internship/detail/work-from-home-data-scientist-intern-internship-at-artha-group1774001827,,today,2026-03-21,10:43:32,hourly,24h,2026-03-21 10:53,,
Operations,Saltec International,Kolkata,onsite,Internship,Internshala - Internship,2,https://internshala.com/internship/detail/part-time-operations-internship-in-kolkata-at-saltec-international1773395363,https://internshala.com/internship/detail/part-time-operations-internship-in-kolkata-at-saltec-international1773395363,,today,2026-03-21,10:43:32,hourly,24h,2026-03-21 10:53,,
Data Science Intern,FetchJobs.co,"Gurugram, Haryana, India",onsite,Job,LinkedIn,2,https://in.linkedin.com/jobs/view/data-science-intern-at-fetchjobs-co-4386145144?position=11&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=bYwz0UIT9ELKl2GrxiZPzA%3D%3D,https://in.linkedin.com/jobs/view/data-science-intern-at-fetchjobs-co-4386145144?position=11&pageNum=0&refId=2UcdtBK2uCL%2FRQUcDxl8Hg%3D%3D&trackingId=bYwz0UIT9ELKl2GrxiZPzA%3D%3D,2026-03-21,35 minutes ago,2026-03-21,10:41:34,hourly,24h,2026-03-21 10:53,,
