title,company,location,job_type,url,link,source,score,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
Business Analyst/Data Analyst/Office Executive,Syncretic Engineering,Bhopal,Internship,https://internshala.com/internship/detail/business-analyst-data-analyst-office-executive-internship-in-bhopal-at-syncretic-engineering1773841939,https://internshala.com/internship/detail/business-analyst-data-analyst-office-executive-internship-in-bhopal-at-syncretic-engineering1773841939,Internshala - Internship,6,,5 days ago,2026-03-23,23:09:40,hourly,24h,2026-03-23 23:19,,
Junior Data Analyst Intern,Skillzenloop,India,Job,https://in.linkedin.com/jobs/view/junior-data-analyst-intern-at-skillzenloop-4386672274?position=53&pageNum=0&refId=fGI0crARUz43M2xg15as6g%3D%3D&trackingId=0uxm5ShngMi5fZfMhLvykw%3D%3D,https://in.linkedin.com/jobs/view/junior-data-analyst-intern-at-skillzenloop-4386672274?position=53&pageNum=0&refId=fGI0crARUz43M2xg15as6g%3D%3D&trackingId=0uxm5ShngMi5fZfMhLvykw%3D%3D,LinkedIn,6,2026-03-23,7 hours ago,2026-03-23,23:07:40,hourly,24h,2026-03-23 23:19,,
Business Analyst,Usha International,"Gurugram, Haryana, India",Job,https://in.linkedin.com/jobs/view/business-analyst-at-usha-international-4389085100?position=5&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=LGd0MgqFoqqh8bbAh0qEeg%3D%3D,https://in.linkedin.com/jobs/view/business-analyst-at-usha-international-4389085100?position=5&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=LGd0MgqFoqqh8bbAh0qEeg%3D%3D,LinkedIn,5,2026-03-23,6 hours ago,2026-03-23,23:07:40,hourly,24h,2026-03-23 23:19,,
Data Analyst Intern,Inficore Soft,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-at-inficore-soft-4388674802?position=1&pageNum=5&refId=i4OSJCEE7d0k7Q8L0v22Gg%3D%3D&trackingId=c4PqYlKsGA23L3cjO5ZPkg%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-inficore-soft-4388674802?position=1&pageNum=5&refId=i4OSJCEE7d0k7Q8L0v22Gg%3D%3D&trackingId=c4PqYlKsGA23L3cjO5ZPkg%3D%3D,LinkedIn,5,2026-03-23,12 hours ago,2026-03-23,23:07:40,hourly,24h,2026-03-23 23:19,,
"Data Analyst Intern (Excel, SQL, Power BI)",Wake Up Whistle,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-wake-up-whistle-4388691818?position=47&pageNum=0&refId=fGI0crARUz43M2xg15as6g%3D%3D&trackingId=4Fq%2Fu9a8yfj%2FvhDXBuLE3Q%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-wake-up-whistle-4388691818?position=47&pageNum=0&refId=fGI0crARUz43M2xg15as6g%3D%3D&trackingId=4Fq%2Fu9a8yfj%2FvhDXBuLE3Q%3D%3D,LinkedIn,5,2026-03-23,8 hours ago,2026-03-23,23:07:40,hourly,24h,2026-03-23 23:19,,
"Data Analyst Intern (Excel, SQL, Power BI)",ArGo Intern,India,Job,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-argo-intern-4388699511?position=46&pageNum=0&refId=fGI0crARUz43M2xg15as6g%3D%3D&trackingId=YcVTU0qjxqGL2qZec%2FevKQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-argo-intern-4388699511?position=46&pageNum=0&refId=fGI0crARUz43M2xg15as6g%3D%3D&trackingId=YcVTU0qjxqGL2qZec%2FevKQ%3D%3D,LinkedIn,5,2026-03-23,8 hours ago,2026-03-23,23:07:40,hourly,24h,2026-03-23 23:19,,
"Business Analyst Internship Fx31Labs Private Limited No prior experience required Full Time In Office | Ahmedabad Artificial Intelligence (AI) Communication Skills Requirement Gathering +1 Business Analysis Engineering Students Postgraduate +4 10 K/Month Posted Mar 23, 2026 13 days left",Business Analyst Internship,India,Internship,https://unstop.com/internships/business-analyst-internship-fx31labs-private-limited-1664136,https://unstop.com/internships/business-analyst-internship-fx31labs-private-limited-1664136,Unstop,5,,,2026-03-23,23:10:40,hourly,24h,2026-03-23 23:19,,
"Data Analyst Internship Anand Consturction No prior experience required Full Time Work from Home Spreadsheet Software (Excel, Google Sheets) Tableau Data Analysis (Excel) +2 Data Analysis Engineering Students Postgraduate +3 10 K - 15 K/Month Posted Mar 23, 2026 9 days left",Data Analyst Internship,Work from Home,Internship,https://unstop.com/internships/data-analyst-internship-anand-consturction-1664048,https://unstop.com/internships/data-analyst-internship-anand-consturction-1664048,Unstop,5,,,2026-03-23,23:10:40,hourly,24h,2026-03-23 23:19,,
"Data Analyst Internship Wikasta Business and Technical Solutions Pvt. Ltd. No prior experience required Part Time Work from Home Data Collection Data Organization Spreadsheet Software (Excel, Google Sheets) +8 Data Analysis Engineering Students Postgraduate +1 7.5 K - 14.75 K/Month Posted Mar 23, 2026 14 days left",Data Analyst Internship,Work from Home,Internship,https://unstop.com/internships/data-analyst-internship-unstop-tech-fair-2025-wikasta-business-and-technical-solutions-pvt-ltd-1664070,https://unstop.com/internships/data-analyst-internship-unstop-tech-fair-2025-wikasta-business-and-technical-solutions-pvt-ltd-1664070,Unstop,5,,,2026-03-23,23:10:40,hourly,24h,2026-03-23 23:19,,
Junior Business Analyst,Drona Pay Private Limited,Mumbai,Job,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-mumbai-at-drona-pay-private-limited1773723555,https://internshala.com/job/detail/fresher-junior-business-analyst-job-in-mumbai-at-drona-pay-private-limited1773723555,Internshala - Job,4,,6 days ago,2026-03-23,23:09:40,hourly,24h,2026-03-23 23:19,,
