title,company,location,job_type,source,priority_score,url
Business Analyst,Scoutit,"Gurugram, Haryana, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-at-scoutit-4388907620?position=9&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=zr4gtskP3dpC%2FZc%2Fh45%2BOg%3D%3D
Business Analyst,Scoutit,"New Delhi, Delhi, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-at-scoutit-4388910482?position=15&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=u%2B3gw83S6fgCEYAT2QTE9g%3D%3D
Business Analyst,Scoutit,"Noida, Uttar Pradesh, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-at-scoutit-4388911422?position=58&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=n%2Fl9t73isbmDSmONSjbcZQ%3D%3D
Business Analyst,Stage X,Bhopal,Job,Internshala - Job,0.0,https://internshala.com/job/detail/business-analyst-job-in-bhopal-at-stage-x1771934313
Business Analyst,Star Union Dai-ichi Life Insurance Company Limited,"Navi Mumbai, Maharashtra, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-at-star-union-dai-ichi-life-insurance-company-limited-4389064051?position=39&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=PQggFsQgQZ4vigjZiCPCZA%3D%3D
Business Analyst,The Hartford India,"Hyderabad, Telangana, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-at-the-hartford-india-4388644990?position=11&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=NRwqznRVRA1%2FwczGpwPodQ%3D%3D
Business Analyst,Truetribe Advisors,Mumbai,Job,Internshala - Job,0.0,https://internshala.com/job/detail/fresher-business-analyst-job-in-mumbai-at-truetribe-advisors1772691195
Business Analyst,UNIPREP,Work from home,Job,Internshala - Job,0.0,https://internshala.com/job/detail/fresher-remote-business-analyst-job-at-uniprep1774185518
Business Analyst,Usha International,"Gurugram, Haryana, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-at-usha-international-4389085100?position=5&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=LGd0MgqFoqqh8bbAh0qEeg%3D%3D
Business Analyst,ViralChilly,Jaipur,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/business-analyst-internship-in-jaipur-at-viralchilly1774071602
Business Analyst (Power BI & SQL),Anblicks,"Hyderabad, Telangana, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-power-bi-sql-at-anblicks-4387077677?position=18&pageNum=0&refId=TgzdNFK47%2BAlPHk5ZRGDkA%3D%3D&trackingId=zJ4Jq%2FuCzuy%2BSjMySSYS%2Bg%3D%3D
Business Analyst - KYC,emagine,"Bengaluru, Karnataka, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-kyc-at-emagine-4388967614?position=4&pageNum=0&refId=HWXer22m6Oxt%2FWUX9Y5MeA%3D%3D&trackingId=aw9QehnVS6tVs1os%2BoHtzQ%3D%3D
Business Analyst - Presales and Digital Transformation,Algonox Technologies,"Hyderabad, Telangana, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-presales-and-digital-transformation-at-algonox-technologies-4388903295?position=55&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=mk5gGUXfWa2HM3vL2Q1gIA%3D%3D
Business Analyst AI,POSCIG Technologies,Pune/Pimpri-Chinchwad Area,Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-ai-at-poscig-technologies-4386653518?position=43&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=WqYDnUhIXN9qxJu2Z%2BSKlw%3D%3D
Business Analyst Assistant,Ozibook Tech Solutions Private Limited,Work from home,Internship,Internshala - Internship,0.0,https://internshala.com/internship/detail/work-from-home-part-time-business-analyst-assistant-internship-at-ozibook-tech-solutions-private-limited1772007360
Business Analyst Consultant,Sundew,Greater Kolkata Area,Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-consultant-at-sundew-4386656407?position=35&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=eCc%2BpiriNuNWksfF76xZXQ%3D%3D
Business Analyst Data Modelling-Associate - Kolkata Y-14 - Technology Consulting,PwC India,"Kolkata, West Bengal, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-data-modelling-associate-kolkata-y-14-technology-consulting-at-pwc-india-4346329312?position=47&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=CVupSoyD3ZMz6VA8JfA1Ew%3D%3D
Business Analyst Executive,TeamLease Edtech,"Mumbai, Maharashtra, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-executive-at-teamlease-edtech-4388699464?position=52&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=ZA4ReIUzkSR37LqqVUvegA%3D%3D
"Business Analyst Internship Fx31Labs Private Limited No prior experience required Full Time In Office | Ahmedabad Artificial Intelligence (AI) Communication Skills Requirement Gathering +1 Business Analysis Engineering Students Postgraduate +4 10 K/Month Posted Mar 23, 2026 13 days left",Business Analyst Internship,India,Internship,Unstop,0.0,https://unstop.com/internships/business-analyst-internship-fx31labs-private-limited-1664136
Business Analyst [Oracle E-Business Suite],SGS,"Delhi, Delhi, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-oracle-e-business-suite-at-sgs-4386674218?position=49&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=0JD2yF9xANv4UJpwgTpSDQ%3D%3D
Business Analyst with Private Credit,People Prime Worldwide,"Pune District, Maharashtra, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-with-private-credit-at-people-prime-worldwide-4388909234?position=60&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=xUVpH8NBGGKSPvruPvFZ9w%3D%3D
Business Analyst | Remote,Crossing Hurdles,India,Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-remote-at-crossing-hurdles-4378477683?position=2&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=s6RsbqROdSsOQGtvBc9w3g%3D%3D
"Business Analyst – Digital Transformation (Retail Banking)- Location: Pune, Bangalore, Hyderabad",DigiHelic Solutions Pvt. Ltd.,India,Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-%E2%80%93-digital-transformation-retail-banking-location-pune-bangalore-hyderabad-at-digihelic-solutions-pvt-ltd-4386652601?position=57&pageNum=0&refId=JMKrkJG5MaHd9vNjKND5fg%3D%3D&trackingId=Ybo8pneRIZsieeR3StumGA%3D%3D
Business Analyst – Salesforce (Service Cloud & FSL) ABB Robotics,ABB,"Bengaluru East, Karnataka, India",Job,LinkedIn,0.0,https://in.linkedin.com/jobs/view/business-analyst-%E2%80%93-salesforce-service-cloud-fsl-abb-robotics-at-abb-4389231641?position=31&pageNum=0&refId=HWXer22m6Oxt%2FWUX9Y5MeA%3D%3D&trackingId=22v1Xpd2hUDz%2BcH2URKlGg%3D%3D
