title,company,location,location_type,job_type,source,score,url,link,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
Junior Data Analyst Intern,Skillzenloop,India,onsite,Job,LinkedIn,6,https://in.linkedin.com/jobs/view/junior-data-analyst-intern-at-skillzenloop-4391962673?position=55&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=LX0aHUn4eFI%2FPe%2B3CjzoMQ%3D%3D,https://in.linkedin.com/jobs/view/junior-data-analyst-intern-at-skillzenloop-4391962673?position=55&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=LX0aHUn4eFI%2FPe%2B3CjzoMQ%3D%3D,2026-03-27,9 hours ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
Data Analyst Intern,Axentriax,Work from home,remote,Internship,Internshala - Internship,5,https://internshala.com/internship/detail/work-from-home-data-analyst-intern-internship-at-axentriax1774600446,https://internshala.com/internship/detail/work-from-home-data-analyst-intern-internship-at-axentriax1774600446,,,2026-03-27,18:09:19,hourly,24h,2026-03-27 18:27,,
Business Analyst Intern,Weboin Digital Marketing Agency,"Chennai, Tamil Nadu, India",onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/business-analyst-intern-at-weboin-digital-marketing-agency-4390948131?position=2&pageNum=2&refId=UohhJ1F9CfvcQlRlLFdlQw%3D%3D&trackingId=fPs2gHTvFEEzPNd%2FT9hoeA%3D%3D,https://in.linkedin.com/jobs/view/business-analyst-intern-at-weboin-digital-marketing-agency-4390948131?position=2&pageNum=2&refId=UohhJ1F9CfvcQlRlLFdlQw%3D%3D&trackingId=fPs2gHTvFEEzPNd%2FT9hoeA%3D%3D,2026-03-27,49 minutes ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
Business Analyst Intern,WebBoost Solutions by UM,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/business-analyst-intern-at-webboost-solutions-by-um-4391594232?position=5&pageNum=2&refId=UohhJ1F9CfvcQlRlLFdlQw%3D%3D&trackingId=YQ3sSf%2BCNHEGSW7u2EoIzg%3D%3D,https://in.linkedin.com/jobs/view/business-analyst-intern-at-webboost-solutions-by-um-4391594232?position=5&pageNum=2&refId=UohhJ1F9CfvcQlRlLFdlQw%3D%3D&trackingId=YQ3sSf%2BCNHEGSW7u2EoIzg%3D%3D,2026-03-27,5 minutes ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
Data Analyst Intern,Zenithbyte,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-at-zenithbyte-4390941335?position=7&pageNum=0&refId=WCLa7wBJ35f8RhU0Ef0Khg%3D%3D&trackingId=oT1P0pNMgrSQV5Yrw5sCIQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-zenithbyte-4390941335?position=7&pageNum=0&refId=WCLa7wBJ35f8RhU0Ef0Khg%3D%3D&trackingId=oT1P0pNMgrSQV5Yrw5sCIQ%3D%3D,2026-03-27,26 minutes ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
Data Analyst Intern,Webs IT Solution,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-it-solution-4391575703?position=16&pageNum=0&refId=WCLa7wBJ35f8RhU0Ef0Khg%3D%3D&trackingId=3XdzeJJuMOqN5Lo2EJUrIQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-it-solution-4391575703?position=16&pageNum=0&refId=WCLa7wBJ35f8RhU0Ef0Khg%3D%3D&trackingId=3XdzeJJuMOqN5Lo2EJUrIQ%3D%3D,2026-03-27,19 minutes ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
Data Analyst Intern,Webs X UM,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-x-um-4391586299?position=18&pageNum=0&refId=WCLa7wBJ35f8RhU0Ef0Khg%3D%3D&trackingId=8yx9RqqOPNdddPSs6Uqsfw%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-webs-x-um-4391586299?position=18&pageNum=0&refId=WCLa7wBJ35f8RhU0Ef0Khg%3D%3D&trackingId=8yx9RqqOPNdddPSs6Uqsfw%3D%3D,2026-03-27,10 minutes ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
Data Analyst Intern,Unified Mentor Jobs,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-at-unified-mentor-jobs-4390949235?position=27&pageNum=0&refId=WCLa7wBJ35f8RhU0Ef0Khg%3D%3D&trackingId=gkHGDjoXz91bQ79TXSzm3w%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-at-unified-mentor-jobs-4390949235?position=27&pageNum=0&refId=WCLa7wBJ35f8RhU0Ef0Khg%3D%3D&trackingId=gkHGDjoXz91bQ79TXSzm3w%3D%3D,2026-03-27,23 minutes ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
"Data Analyst Intern (Excel, SQL, Power BI)",ArGo Intern,India,onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-argo-intern-4390793747?position=59&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=bdsomZ3mOtLbFH9uE6uiPQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-intern-excel-sql-power-bi-at-argo-intern-4390793747?position=59&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=bdsomZ3mOtLbFH9uE6uiPQ%3D%3D,2026-03-27,7 hours ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
"Data Analyst Internship in Panvel, Thane, Navi Mumbai",Envision Next,"Navi Mumbai, Maharashtra, India",onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-internship-in-panvel-thane-navi-mumbai-at-envision-next-4391965186?position=13&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=O7GNHrEnqTqcO38uc56ziQ%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-internship-in-panvel-thane-navi-mumbai-at-envision-next-4391965186?position=13&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=O7GNHrEnqTqcO38uc56ziQ%3D%3D,2026-03-27,9 hours ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
"Data Analyst Internship in Panvel, Thane, Navi Mumbai",Envision Next,"Panvel, Maharashtra, India",onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-internship-in-panvel-thane-navi-mumbai-at-envision-next-4391954892?position=9&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=h4Uta1u6Hz3WaVd7hpMQ3w%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-internship-in-panvel-thane-navi-mumbai-at-envision-next-4391954892?position=9&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=h4Uta1u6Hz3WaVd7hpMQ3w%3D%3D,2026-03-27,9 hours ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
"Data Analyst Internship in Panvel, Thane, Navi Mumbai",Envision Next,"Thane, Maharashtra, India",onsite,Job,LinkedIn,5,https://in.linkedin.com/jobs/view/data-analyst-internship-in-panvel-thane-navi-mumbai-at-envision-next-4391974026?position=12&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=TNKYoQAPZc28SpZIISVNHw%3D%3D,https://in.linkedin.com/jobs/view/data-analyst-internship-in-panvel-thane-navi-mumbai-at-envision-next-4391974026?position=12&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=TNKYoQAPZc28SpZIISVNHw%3D%3D,2026-03-27,9 hours ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
Business Analyst,Spectral Consultants,"Bengaluru, Karnataka, India",onsite,Internship,LinkedIn,3,https://in.linkedin.com/jobs/view/business-analyst-at-spectral-consultants-4392635527?position=34&pageNum=0&refId=SAsikREflPqwMvG1YWTFnw%3D%3D&trackingId=UoAvE%2FJC1Sue%2FqBjkN6JIg%3D%3D,https://in.linkedin.com/jobs/view/business-analyst-at-spectral-consultants-4392635527?position=34&pageNum=0&refId=SAsikREflPqwMvG1YWTFnw%3D%3D&trackingId=UoAvE%2FJC1Sue%2FqBjkN6JIg%3D%3D,2026-03-27,2 minutes ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
Junior Data Analysis / Analytics Intern,Skillzenloop,India,onsite,Job,LinkedIn,3,https://in.linkedin.com/jobs/view/junior-data-analysis-analytics-intern-at-skillzenloop-4391976045?position=40&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=PvAXasZTfL6qCPf5%2B427iw%3D%3D,https://in.linkedin.com/jobs/view/junior-data-analysis-analytics-intern-at-skillzenloop-4391976045?position=40&pageNum=0&refId=el90AwVb0xNQs9YO%2FPJC4g%3D%3D&trackingId=PvAXasZTfL6qCPf5%2B427iw%3D%3D,2026-03-27,9 hours ago,2026-03-27,18:05:54,hourly,24h,2026-03-27 18:27,,
