title,company,location,job_type,url,link,source,score,skills,posted_at,posted_text,scraped_on,scraped_time,run_profile,job_window,scraped_at,status,notes
Junior Data Analyst,Job Returns,India,Job,https://in.linkedin.com/jobs/view/junior-data-analyst-at-job-returns-4389876889?position=28&pageNum=0&refId=QkwYqaHoX1whbNfKd5654g%3D%3D&trackingId=CtfzcTDQmTxjiMIzTP5big%3D%3D,https://in.linkedin.com/jobs/view/junior-data-analyst-at-job-returns-4389876889?position=28&pageNum=0&refId=QkwYqaHoX1whbNfKd5654g%3D%3D&trackingId=CtfzcTDQmTxjiMIzTP5big%3D%3D,LinkedIn,4,,2026-03-25,11 hours ago,2026-03-25,22:30:29,hourly,24h,2026-03-25 22:51,,
Business Analyst,ViralChilly,Jaipur,Internship,https://internshala.com/internship/detail/business-analyst-internship-in-jaipur-at-viralchilly1774071602,https://internshala.com/internship/detail/business-analyst-internship-in-jaipur-at-viralchilly1774071602,Internshala - Internship,3,,,4 days ago,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
Business Analyst,Evolko,Lucknow,Internship,https://internshala.com/internship/detail/business-analyst-internship-in-lucknow-at-evolko1773127414,https://internshala.com/internship/detail/business-analyst-internship-in-lucknow-at-evolko1773127414,Internshala - Internship,3,,,2 weeks ago,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
Business Analyst,Brain Quest,Work from home,Internship,https://internshala.com/internship/detail/work-from-home-business-analyst-internship-at-brain-quest1773304101,https://internshala.com/internship/detail/work-from-home-business-analyst-internship-at-brain-quest1773304101,Internshala - Internship,3,,,1 week ago,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
Business Analyst Assistant,Ozibook Tech Solutions Private Limited,Work from home,Internship,https://internshala.com/internship/detail/work-from-home-part-time-business-analyst-assistant-internship-at-ozibook-tech-solutions-private-limited1772007360,https://internshala.com/internship/detail/work-from-home-part-time-business-analyst-assistant-internship-at-ozibook-tech-solutions-private-limited1772007360,Internshala - Internship,3,,,3 weeks ago,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
Data Analyst,JP IT STAFFING LLC,Work from home,Internship,https://internshala.com/internship/detail/work-from-home-part-time-data-analyst-internship-at-jp-it-staffing-llc1771304302,https://internshala.com/internship/detail/work-from-home-part-time-data-analyst-internship-at-jp-it-staffing-llc1771304302,Internshala - Internship,3,,,3 weeks ago,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
Data Analyst,Zorvyn,Work from home,Internship,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-zorvyn1771821504,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-zorvyn1771821504,Internshala - Internship,3,,,3 weeks ago,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
Data Analyst,Awakn,Work from home,Internship,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-awakn1773659036,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-awakn1773659036,Internshala - Internship,3,,,1 week ago,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
Data Analyst,Zetheta Algorithms Private Limited,Work from home,Internship,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-zetheta-algorithms-private-limited1774434968,https://internshala.com/internship/detail/work-from-home-data-analyst-internship-at-zetheta-algorithms-private-limited1774434968,Internshala - Internship,3,,,,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
Football Data Analysts,Ball2Data,Work from home,Internship,https://internshala.com/internship/detail/work-from-home-football-data-analysts-internship-at-ball2data1773723088,https://internshala.com/internship/detail/work-from-home-football-data-analysts-internship-at-ball2data1773723088,Internshala - Internship,3,,,1 week ago,2026-03-25,22:33:41,hourly,24h,2026-03-25 22:51,,
